asdf_id,globalwindatlas_powerdensity.none.mean,globalwindatlas_powerdensity.none.max,globalwindatlas_powerdensity.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
170,37.2697561881,677.042907715,0.00944045279175,ADM3,170,170,BOL,BOL-ADM3-33444609B52332460,Coripata,ADM3
171,75.0162881984,527.030700684,0.19855158031,ADM3,171,171,BOL,BOL-ADM3-33444609B75079070,Quiabaya,ADM3
172,61.3582106001,508.186248779,0.0137715814635,ADM3,172,172,BOL,BOL-ADM3-33444609B51912538,Aucapata,ADM3
173,82.2976434353,421.353851318,1.64646875858,ADM3,173,173,BOL,BOL-ADM3-33444609B77019342,Ayo Ayo,ADM3
174,79.1598492742,867.391357422,0.00611415505409,ADM3,174,174,BOL,BOL-ADM3-33444609B52543177,Azurduy,ADM3
175,13.9259593141,143.572906494,0.0149434162304,ADM3,175,175,BOL,BOL-ADM3-33444609B93497004,Tipuani,ADM3
176,46.8219750875,893.595458984,0.00118247431237,ADM3,176,176,BOL,BOL-ADM3-33444609B95766629,Nuestra Señora de La Paz,ADM3
177,50.8037999723,1146.40917969,0.00116127822548,ADM3,177,177,BOL,BOL-ADM3-33444609B93873258,Sorata,ADM3
178,68.4534654035,1088.50561523,0.0087418705225,ADM3,178,178,BOL,BOL-ADM3-33444609B25803532,La Asunta,ADM3
179,68.67839986,631.243041992,0.0570839680731,ADM3,179,179,BOL,BOL-ADM3-33444609B88180595,Chuma,ADM3
180,23.0779200995,568.742004395,0.00142797373701,ADM3,180,180,BOL,BOL-ADM3-33444609B33390960,Guanay,ADM3
181,28.755032767,499.344390869,0.138383701444,ADM3,181,181,BOL,BOL-ADM3-33444609B45650655,Teoponte,ADM3
182,14.7600099449,246.630996704,0.00994357187301,ADM3,182,182,BOL,BOL-ADM3-33444609B90372031,Mapiri,ADM3
183,47.9345094853,594.974365234,0.00832644850016,ADM3,183,183,BOL,BOL-ADM3-33444609B50407902,Charazani,ADM3
184,148.996421414,1594.18103027,2.41834259033,ADM3,184,184,BOL,BOL-ADM3-33444609B73754741,"Caiza ""D""",ADM3
185,87.0889799173,446.64352417,8.5187664032,ADM3,185,185,BOL,BOL-ADM3-33444609B22177467,Copacabana,ADM3
186,90.3955565911,906.958312988,0.205025568604,ADM3,186,186,BOL,BOL-ADM3-33444609B65808761,Tarvita,ADM3
187,107.042486769,3477.5402832,9.09078788757,ADM3,187,187,BOL,BOL-ADM3-33444609B42666607,Chaquí,ADM3
188,107.15003207,10126.4179688,5.47326183319,ADM3,188,188,BOL,BOL-ADM3-33444609B15997979,Puna,ADM3
189,100.416041156,8538.53417969,0.233205020428,ADM3,189,189,BOL,BOL-ADM3-33444609B30593293,Ckochas,ADM3
190,67.5648125119,712.405212402,0.367524713278,ADM3,190,190,BOL,BOL-ADM3-33444609B60642341,El Villar,ADM3
191,88.3963188595,888.18347168,2.03048062325,ADM3,191,191,BOL,BOL-ADM3-33444609B90845226,Huacaya,ADM3
192,39.0803750304,562.8203125,0.00768436444923,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,52.813720582,605.622924805,1.82296037674,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,56.450243003,759.579650879,0.273996889591,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,104.261310531,1116.91638184,4.27836084366,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,104.947705998,627.753173828,23.6257724762,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,66.2537086067,610.110229492,2.62672328949,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,64.6818380577,529.588439941,6.80303812027,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,73.4896193739,688.554321289,3.51985192299,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,94.1702550048,773.387023926,1.74796926975,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,57.7690633648,585.147094727,1.59932363033,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,62.3012797777,530.755004883,2.15485239029,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,73.638475816,446.434356689,6.62240839005,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,130.878084479,1339.99658203,1.26697313786,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,76.4458439782,680.150939941,2.14144158363,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,71.6490979966,680.150939941,7.88790178299,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,52.0890398833,726.309692383,0.0565886832774,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,52.2807489785,795.397705078,0.00304524577223,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,52.3059389417,788.523132324,0.101278327405,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,41.8378579018,886.406433105,0.0107165453956,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,24.9932399341,727.862182617,1.35135865211,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,40.2546336485,694.48626709,1.08432650566,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,62.3506147616,479.989624023,16.6020317078,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,36.2520443807,684.387634277,0.320982456207,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,40.4823110348,113.59085083,1.08432650566,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,17.1956244049,43.8946151733,8.15961933136,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,44.5305447097,92.7132034302,8.79788780212,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,55.5407932987,143.76725769,15.749666214,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,19.4480728377,60.4301528931,9.06502342224,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,16.7476264128,37.1460037231,8.32360839844,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,15.3331669322,30.7073993683,8.10755348206,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,17.1574250051,54.4162940979,8.12308979034,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,16.2442339494,41.7649116516,8.34485435486,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,13.8791373942,21.6724891663,8.09145736694,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,13.1226172326,22.6363716125,6.9670290947,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,23.8404784379,77.0102462769,4.10120201111,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,14.4421427363,40.6304550171,8.09062290192,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,12.9435706067,23.9375762939,7.11960172653,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,12.343935896,37.3611564636,7.0473651886,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,112.764755831,533.628356934,14.1295509338,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,56.3905360932,230.875335693,13.9626989365,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,135.049149871,1140.92834473,0.888252079487,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,15.9379007048,25.3040065765,7.66189479828,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,17.3381078036,55.4626312256,8.1061706543,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,28.2231707265,495.972869873,0.250387310982,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,29.5767087581,517.145202637,0.017420494929,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,44.7021823442,141.657394409,17.1134338379,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,122.246909942,722.447387695,8.47806167603,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,89.1172868076,330.412597656,23.76039505,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,115.375402814,472.379119873,6.72600078583,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,62.3503828303,768.746765137,0.042880255729,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,53.1501661635,565.002929688,3.49784111977,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,67.5708347221,717.192138672,0.398811936378,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,79.350611757,1049.56518555,1.10706627369,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,147.998019123,1375.24975586,0.131719708443,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,106.639950544,1663.37817383,0.0357125252485,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,93.4698811614,887.125915527,3.78306412697,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,92.8777645405,468.85446167,13.2438602448,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,76.7328863357,791.636291504,4.00702047348,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,50.860627929,749.350708008,2.36948633194,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,63.1298324433,1025.25854492,0.000507080403622,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,99.930746901,1551.49731445,0.131719708443,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,89.2079300606,1310.42834473,2.24605822563,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,68.1452244531,769.63873291,0.288142949343,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,87.3096482668,1344.94750977,0.0691607072949,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,194.671263146,2841.04589844,0.834593653679,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,113.220331866,752.913024902,2.76528739929,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,177.623971784,1522.484375,4.64573097229,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,279.918834153,4135.82763672,1.00392520428,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,295.600920909,381.179016113,185.631378174,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,59.0644451925,1028.01367188,2.32296943665,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,130.030900094,309.888153076,25.8673763275,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,112.921895686,396.647003174,17.0855293274,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,126.749681314,716.111999512,12.8434057236,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,61.9001486007,322.732788086,2.95528745651,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,24.9991870402,454.074584961,0.00118302099872,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,32.9129503756,158.451248169,1.54942178726,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,58.5609816242,748.456665039,0.0026619725395,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,13.1518885962,184.229827881,0.129981324077,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,217.2657374,261.10369873,126.283912659,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,46.8678073608,360.542388916,12.3432826996,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,54.6836869603,181.411651611,22.0978813171,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,106.542871162,718.217651367,14.6672916412,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,150.911696404,1765.35217285,2.36699318886,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,189.923911384,309.260070801,128.318313599,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,233.684172722,349.330505371,131.748474121,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,186.00018495,235.323822021,126.188858032,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,119.814857763,509.347717285,24.5120239258,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,144.694393832,185.950790405,90.4306335449,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,164.825665301,219.586395264,117.647956848,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,233.924355903,2241.03955078,2.59973192215,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,268.638151055,2179.15649414,1.83656454086,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,18.2608899629,276.612213135,0.887928009033,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,259.643791581,381.879119873,142.988632202,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,42.5746567781,519.437927246,11.5586967468,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,44.0654112105,577.587890625,8.67718219757,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,53.9543594608,2812.51977539,6.18524837494,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,40.9043781157,1582.16601562,4.46891832352,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,97.691979243,1984.33288574,3.4263253212,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,59.7162489532,982.374511719,11.313167572,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,42.1344492559,676.866882324,15.5347442627,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,101.385052101,1195.75402832,0.0167256277055,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,35.7601575754,503.142150879,0.648825287819,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,33.6464780063,248.603820801,5.69898462296,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,32.4021299807,475.637817383,1.80983912945,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,44.5523566237,98.1730575562,30.0633640289,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,66.206598464,350.366088867,8.84320545197,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,193.120445624,3418.75097656,0.0113856969401,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,40.5607284055,1053.58972168,0.0654081255198,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,62.4345919398,690.757751465,0.0617015808821,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,51.0313046817,528.14263916,0.151177912951,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,106.622460744,604.008056641,5.1987452507,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,98.9681665387,644.65625,1.59588325024,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,36.1769051435,808.856445312,0.430514961481,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,50.6609794292,631.243041992,0.0310637578368,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,101.566514153,2060.31591797,6.31970262527,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,51.8384929289,178.837692261,24.4779224396,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,83.4037950745,3142.17114258,9.94765949249,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,42.8076689709,276.144073486,20.1324424744,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,46.9983945034,279.48034668,13.8020801544,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,88.7123053606,398.692871094,20.5746002197,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,47.5713282132,67.7404403687,25.2827625275,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,86.6119185295,1024.17102051,1.34629845619,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,55.4068463695,885.958618164,13.7482357025,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,169.001124537,3422.93334961,0.298422187567,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,274.302921323,17621.1152344,5.30999040604,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,167.21694936,3005.91455078,25.1879997253,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,133.224071505,232.677062988,65.2609558105,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,86.7844101923,328.844665527,19.7226810455,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,277.000318617,5687.4765625,0.218640387058,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,18.2688410727,90.360534668,3.4966146946,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,147.899917324,1218.33886719,0.105278775096,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,143.997567852,663.044006348,11.0667800903,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,143.344795577,694.546386719,10.1555309296,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,77.9104335676,913.641235352,11.3405199051,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,79.900578181,528.420898438,14.7916479111,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,49.4577749739,90.7528152466,25.4186019897,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,27.2524691074,97.6341629028,14.0469436646,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,115.733940719,1271.1192627,0.840908765793,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,124.689824351,1526.26013184,4.64345359802,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,169.437283538,2002.24047852,2.1409702301,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,80.1501069399,1020.89978027,0.0599289909005,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,72.569812306,1506.49987793,0.0498217567801,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,110.075784947,2911.36816406,2.3080701828,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,163.924831995,3584.70922852,0.678416132927,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,128.360732273,1548.6171875,1.09042680264,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,83.5753935423,899.728210449,0.77844029665,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,42.9132368257,2152.43334961,0.0656929910183,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
