airTemp2012.max,airTemp2013.max,airTemp2014.max,airTemp2015.max,airTemp2016.max,airTemp2017.max,id
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,0
10.375,9.83333333333,9.9,10.5416666667,10.4833333333,9.66666666667,1
10.375,9.83333333333,9.9,10.5416666667,10.4833333333,9.66666666667,2
10.4083333333,10.3666666667,10.525,10.7416666667,11.1916666667,10.6,3
10.4083333333,10.3666666667,10.525,10.7416666667,11.1916666667,10.6,4
20.2333333333,19.9666666667,20.3416666667,20.5166666667,20.4166666667,20.3083333333,5
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,6
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,7
7.80833333333,7.83333333333,8.09166666667,8.20833333333,8.825,8.35,8
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,9
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,10
10.425,10.2416666667,10.5666666667,10.75,11.3083333333,10.9916666667,11
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,12
8.59166666667,8.33333333333,8.55,8.90833333333,9.375,8.90833333333,13
6.63333333333,6.60833333333,6.76666666667,7.025,7.525,6.95833333333,14
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,15
7.60833333333,7.63333333333,7.775,7.89166666667,8.475,7.81666666667,16
7.60833333333,7.63333333333,7.775,7.89166666667,8.475,7.81666666667,17
10.2333333333,10.2416666667,10.5666666667,10.675,11.3083333333,10.9916666667,18
8.41666666667,8.39166666667,8.59166666667,8.825,9.38333333333,8.9,19
7.60833333333,7.63333333333,7.775,7.89166666667,8.475,7.81666666667,20
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,21
27.3583333333,26.6666666667,27.0833333333,28.2,26.7333333333,27.4416666667,22
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,23
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,24
9.46666666667,9.38333333333,9.55,9.86666666667,10.2,9.81666666667,25
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,26
14.725,14.9333333333,15.0916666667,15.025,15.5416666667,15.175,27
14.8833333333,14.9583333333,15.0916666667,15.175,15.7,15.2666666667,28
20.1166666667,20.3083333333,20.35,20.5,21.1333333333,20.5333333333,29
5.84166666667,5.9,5.99166666667,6.09166666667,6.675,6.04166666667,30
26.1333333333,25.6666666667,25.9916666667,26.4583333333,26.0166666667,26.4583333333,31
18.1666666667,17.7,18.2083333333,18.4916666667,17.9333333333,18.225,32
24.95,24.4916666667,24.7833333333,25.1916666667,24.9,25.2666666667,33
23.1166666667,22.6666666667,22.95,23.3583333333,23.0583333333,23.375,34
21.4333333333,20.7916666667,21.1833333333,21.6583333333,20.9,20.9,35
24.425,24.1333333333,24.525,24.675,23.9916666667,24.7333333333,36
24.425,24.1333333333,24.525,24.675,23.9916666667,24.7333333333,37
28.925,28.6083333333,28.8916666667,29.2416666667,29.0583333333,29.2416666667,38
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,39
18.1916666667,18.075,18.3083333333,18.4916666667,18.7916666667,18.2166666667,40
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,41
11.6416666667,10.975,11.0583333333,11.7583333333,11.45,10.825,42
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,43
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,44
27.8,27.5083333333,27.8,28.0916666667,28.1333333333,28.125,45
15.6583333333,14.7083333333,14.6583333333,15.675,14.9166666667,14.1166666667,46
9.275,7.81666666667,7.36666666667,9.04166666667,7.90833333333,6.54166666667,47
24.925,25.0,24.9,25.15,24.7583333333,25.2916666667,48
13.2333333333,12.1833333333,12.1166666667,13.175,12.375,11.1833333333,49
9.73333333333,8.85833333333,8.78333333333,9.73333333333,9.25,8.21666666667,50
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,51
21.825,21.625,21.8916666667,22.1416666667,22.1916666667,22.1,52
21.825,21.625,21.8916666667,22.1416666667,22.1916666667,22.1,53
24.925,24.4583333333,24.7333333333,25.15,24.8416666667,25.1916666667,54
26.1333333333,25.6666666667,25.9916666667,26.4583333333,26.0166666667,26.4583333333,55
28.7833333333,28.5416666667,28.8333333333,29.05,29.2166666667,29.15,56
27.075,26.6083333333,26.875,27.4333333333,27.0916666667,27.25,57
26.2916666667,25.8666666667,26.225,26.6583333333,26.3666666667,26.55,58
23.8,23.725,23.9583333333,24.1083333333,24.425,24.2666666667,59
25.9916666667,25.8416666667,26.0916666667,26.2833333333,26.575,26.4,60
23.8,23.725,23.9583333333,24.1083333333,24.425,24.2666666667,61
23.8,23.725,23.9583333333,24.1083333333,24.425,24.2666666667,62
10.425,10.2416666667,10.5666666667,10.75,11.3083333333,10.9916666667,63
8.41666666667,8.39166666667,8.59166666667,8.825,9.38333333333,8.9,64
21.4333333333,20.7916666667,21.1833333333,21.6583333333,20.9,20.9,65
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,66
4.83333333333,4.35,4.55833333333,5.33333333333,5.475,5.1,67
26.2583333333,25.9916666667,26.2666666667,26.9166666667,26.4666666667,26.6666666667,68
27.3833333333,27.0416666667,27.3333333333,27.75,27.525,27.7,69
27.5,27.2416666667,27.425,28.1,27.6083333333,27.875,70
4.83333333333,4.35,4.55833333333,5.33333333333,5.475,5.1,71
24.425,24.1333333333,24.525,24.675,23.9916666667,24.7333333333,72
27.775,27.2,27.3333333333,28.0,27.5583333333,27.825,73
27.775,27.2416666667,27.425,28.1,27.6083333333,27.875,74
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,75
18.1916666667,18.075,18.3083333333,18.4916666667,18.7916666667,18.2166666667,76
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,77
7.83333333333,7.40833333333,7.61666666667,8.29166666667,8.51666666667,8.04166666667,78
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,79
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,80
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,81
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,82
20.1166666667,20.3083333333,20.35,20.5,21.1333333333,20.5333333333,83
7.93333333333,8.35833333333,8.325,8.48333333333,9.175,8.74166666667,84
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,85
30.1,29.9666666667,30.2,30.4583333333,30.5416666667,30.5166666667,86
25.8916666667,25.4583333333,25.7833333333,26.2083333333,25.85,26.1666666667,87
25.8916666667,25.4583333333,25.7833333333,26.2083333333,25.85,26.1666666667,88
27.5,27.2416666667,27.425,28.1,27.6083333333,27.875,89
25.8916666667,25.4583333333,25.7833333333,26.2083333333,25.85,26.1666666667,90
12.875,12.575,12.9333333333,13.2416666667,13.275,13.0583333333,91
23.475,23.3083333333,23.6833333333,23.6333333333,22.9583333333,23.7666666667,92
12.875,12.575,12.9333333333,13.2416666667,13.275,13.0583333333,93
24.8333333333,24.7833333333,24.825,25.0166666667,24.3333333333,25.0666666667,94
21.5333333333,21.2583333333,21.8583333333,21.55,20.8833333333,21.8083333333,95
23.4833333333,23.475,23.6833333333,23.6666666667,23.1666666667,23.775,96
21.5333333333,21.2583333333,21.8583333333,21.55,20.8833333333,21.8083333333,97
21.5333333333,21.2583333333,21.8583333333,21.55,20.8833333333,21.8083333333,98
18.8666666667,18.7,19.075,19.1833333333,19.3083333333,18.9083333333,99
9.075,8.38333333333,8.13333333333,8.725,8.60833333333,8.16666666667,100
23.475,23.3083333333,23.6833333333,23.6333333333,22.9583333333,23.7666666667,101
9.14166666667,8.425,8.29166666667,9.14166666667,9.0,8.35,102
12.875,12.575,12.9333333333,13.2416666667,13.275,13.0583333333,103
19.1083333333,18.7833333333,19.2333333333,19.3166666667,18.9,19.275,104
19.1083333333,18.7833333333,19.2333333333,19.3166666667,18.9,19.275,105
20.1166666667,20.3083333333,20.35,20.5,21.1333333333,20.5333333333,106
4.83333333333,4.35,4.55833333333,5.33333333333,5.475,5.1,107
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,108
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,109
10.425,10.2,10.4166666667,10.75,11.0833333333,10.4666666667,110
6.39166666667,6.50833333333,6.7,6.775,7.16666666667,6.81666666667,111
9.46666666667,9.38333333333,9.55,9.86666666667,10.2,9.81666666667,112
8.49166666667,8.33333333333,8.55,8.90833333333,9.375,8.90833333333,113
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,114
18.1833333333,17.6666666667,17.9583333333,18.3416666667,17.775,17.9083333333,115
14.725,14.9333333333,15.0916666667,15.025,15.5416666667,15.175,116
10.2333333333,10.2416666667,10.5666666667,10.675,11.3083333333,10.9916666667,117
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,118
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,119
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,120
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,121
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,122
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,123
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,124
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,125
10.2333333333,10.2416666667,10.5666666667,10.675,11.3083333333,10.9916666667,126
10.2333333333,10.2416666667,10.5666666667,10.675,11.3083333333,10.9916666667,127
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,128
11.575,11.625,11.725,11.875,12.4583333333,11.7833333333,129
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,130
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,131
27.3,27.1333333333,27.275,27.9083333333,27.425,27.1833333333,132
9.05,9.00833333333,9.10833333333,9.26666666667,9.78333333333,9.0,133
9.46666666667,9.38333333333,9.55,9.86666666667,10.2,9.81666666667,134
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,135
10.2333333333,10.2416666667,10.5666666667,10.675,11.3083333333,10.9916666667,136
5.625,5.31666666667,5.45833333333,6.05833333333,6.25833333333,5.925,137
5.84166666667,5.9,5.99166666667,6.09166666667,6.675,6.04166666667,138
9.46666666667,9.38333333333,9.55,9.86666666667,10.2,9.81666666667,139
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,140
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,141
9.05,9.00833333333,9.10833333333,9.26666666667,9.78333333333,9.0,142
4.19166666667,4.29166666667,4.44166666667,4.53333333333,5.03333333333,4.55833333333,143
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,144
8.3,8.2,8.35,8.725,9.0,8.625,145
26.1666666667,26.075,26.1083333333,26.8166666667,26.35,26.15,146
26.2,26.1,26.325,26.925,26.6833333333,26.6916666667,147
27.4333333333,26.8833333333,27.1833333333,27.6083333333,27.3166666667,27.4,148
14.8833333333,14.9583333333,15.0916666667,15.175,15.7,15.2666666667,149
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,150
14.725,14.9333333333,15.0916666667,15.025,15.5416666667,15.175,151
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,152
14.8833333333,14.9583333333,15.0833333333,15.175,15.7,15.2666666667,153
14.8833333333,14.9583333333,15.0916666667,15.175,15.7,15.2666666667,154
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,155
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,156
14.725,14.9333333333,15.0916666667,15.025,15.5416666667,15.175,157
20.2,20.2916666667,20.5083333333,20.4916666667,20.8666666667,20.65,158
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,159
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,160
20.2,20.2916666667,20.5083333333,20.4916666667,20.8666666667,20.65,161
20.1166666667,20.3083333333,20.35,20.5,21.1333333333,20.5333333333,162
8.3,8.2,8.35,8.725,9.0,8.625,163
7.50833333333,7.79166666667,7.975,7.825,8.31666666667,7.95833333333,164
6.39166666667,6.50833333333,6.7,6.775,7.16666666667,6.81666666667,165
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,166
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,167
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,168
24.5833333333,24.4083333333,24.7,24.9416666667,25.0833333333,25.0583333333,169
23.8,23.725,23.9583333333,24.1083333333,24.425,24.2666666667,170
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,171
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,172
14.725,14.9333333333,15.0916666667,15.025,15.5416666667,15.175,173
21.5333333333,21.0666666667,21.6,21.9,21.0333333333,21.7833333333,174
24.5833333333,24.4083333333,24.7,24.9416666667,25.0833333333,25.0583333333,175
24.5833333333,24.4083333333,24.7,24.9416666667,25.0833333333,25.0583333333,176
26.9833333333,26.7166666667,27.05,27.4416666667,27.4583333333,27.4916666667,177
25.9916666667,25.8416666667,26.0916666667,26.2833333333,26.575,26.4,178
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,179
27.225,26.875,27.2083333333,27.6583333333,27.6,27.7166666667,180
27.225,26.875,27.2083333333,27.6583333333,27.6,27.7166666667,181
26.9833333333,26.7166666667,27.05,27.4416666667,27.4583333333,27.4916666667,182
26.9833333333,26.7166666667,27.05,27.4416666667,27.4583333333,27.4916666667,183
15.6583333333,14.7083333333,14.6583333333,15.675,14.9166666667,14.1166666667,184
11.3333333333,11.325,11.575,11.5833333333,12.025,11.5833333333,185
21.5333333333,21.0666666667,21.6,21.9,21.0333333333,21.7833333333,186
15.475,14.4833333333,14.5166666667,15.4833333333,14.6166666667,13.8083333333,187
15.6583333333,14.7083333333,14.6583333333,15.675,14.9166666667,14.1166666667,188
21.4333333333,20.7916666667,21.1833333333,21.6583333333,20.9,20.9,189
20.9583333333,20.425,21.0583333333,21.4083333333,20.4583333333,21.125,190
24.6833333333,24.2333333333,24.925,25.2166666667,24.175,25.1416666667,191
26.9833333333,26.7166666667,27.05,27.4416666667,27.4583333333,27.4916666667,192
24.6833333333,24.2333333333,24.925,25.2166666667,24.175,25.1416666667,193
24.6833333333,24.2333333333,24.925,25.2166666667,24.175,25.1416666667,194
13.2333333333,12.1833333333,12.1166666667,13.175,12.375,11.1833333333,195
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,196
24.6833333333,24.2333333333,24.925,25.2166666667,24.175,25.1416666667,197
20.9583333333,20.425,21.0583333333,21.4083333333,20.4583333333,21.125,198
21.4333333333,20.7916666667,21.1833333333,21.6583333333,20.9,21.125,199
21.4333333333,20.7916666667,21.1833333333,21.6583333333,20.9,20.9,200
15.8916666667,15.425,15.875,16.0916666667,15.6333333333,14.9416666667,201
15.8916666667,15.425,15.875,16.0916666667,15.6333333333,14.9416666667,202
20.1916666667,19.6833333333,20.2833333333,20.5833333333,19.7833333333,20.225,203
13.2333333333,12.1833333333,12.1166666667,13.175,12.375,11.1833333333,204
18.2833333333,17.9583333333,18.5166666667,18.575,18.275,18.2,205
18.2833333333,17.9583333333,18.5166666667,18.575,18.275,18.2,206
20.9416666667,20.65,21.0333333333,21.4583333333,21.4583333333,21.425,207
20.9416666667,20.65,21.0333333333,21.4583333333,21.4583333333,21.425,208
27.225,26.875,27.2083333333,27.6583333333,27.6,27.7166666667,209
27.225,26.875,27.2083333333,27.6583333333,27.6,27.7166666667,210
26.8083333333,26.4916666667,26.7,27.375,26.7416666667,27.075,211
27.3416666667,26.9416666667,27.2666666667,27.8916666667,27.5333333333,27.725,212
27.775,27.125,27.2083333333,28.0,27.525,27.65,213
27.25,26.6916666667,27.0416666667,27.3916666667,27.2,27.2416666667,214
27.4416666667,27.025,27.3083333333,27.8916666667,27.5333333333,27.725,215
26.4666666667,26.3416666667,26.5416666667,27.175,26.9916666667,26.9666666667,216
27.3333333333,27.0916666667,27.175,27.75,27.5583333333,27.825,217
27.775,27.125,27.2083333333,28.0,27.525,27.65,218
27.4083333333,26.9416666667,27.1166666667,27.9166666667,27.9166666667,28.0833333333,219
27.3,27.1333333333,27.275,27.9083333333,27.425,27.1833333333,220
26.925,26.75,26.9166666667,27.6,26.925,26.6666666667,221
26.4666666667,26.3416666667,26.5416666667,27.175,26.9916666667,26.9666666667,222
26.4,26.2666666667,26.3833333333,27.0416666667,26.4166666667,26.225,223
26.1666666667,26.075,26.1,26.8166666667,26.4166666667,26.225,224
26.8166666667,26.5583333333,26.625,27.375,27.2916666667,27.2833333333,225
27.9666666667,27.1833333333,27.275,28.2083333333,28.4916666667,28.7916666667,226
27.4083333333,26.9416666667,27.1166666667,27.9166666667,27.9166666667,28.0833333333,227
27.4833333333,26.95,27.1166666667,27.9166666667,27.9666666667,28.1,228
27.95,27.1833333333,27.275,28.1833333333,28.3916666667,28.6416666667,229
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,230
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,231
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,232
27.3,27.1333333333,27.275,27.9083333333,27.425,27.1833333333,233
27.3,27.1333333333,27.275,27.9083333333,27.425,27.1833333333,234
27.225,26.875,27.2083333333,27.6583333333,27.6,27.7166666667,235
25.8416666667,25.5666666667,25.875,26.175,26.2416666667,26.3083333333,236
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,237
18.35,18.625,18.6583333333,18.825,19.475,18.9833333333,238
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,239
11.3333333333,11.325,11.575,11.5833333333,12.025,11.5833333333,240
24.6833333333,24.2333333333,24.925,25.2166666667,24.175,25.1416666667,241
20.1333333333,20.0666666667,20.3416666667,20.525,20.7416666667,20.65,242
23.1916666667,22.6916666667,23.4666666667,23.7333333333,22.7916666667,23.5083333333,243
20.1916666667,19.6833333333,20.2833333333,20.5833333333,19.7833333333,20.225,244
18.1666666667,17.7,18.2083333333,18.4916666667,17.9333333333,18.225,245
20.1916666667,19.6833333333,20.2833333333,20.5833333333,19.7833333333,20.225,246
25.3833333333,25.0333333333,25.6583333333,25.95,24.9583333333,25.85,247
25.3833333333,25.0333333333,25.6583333333,25.95,24.9583333333,25.85,248
24.6833333333,24.2333333333,24.925,25.2166666667,24.175,25.1416666667,249
24.6833333333,24.2333333333,24.925,25.2166666667,24.175,25.1416666667,250
26.5083333333,26.325,26.5916666667,26.8166666667,27.0416666667,26.925,251
23.1916666667,22.6916666667,23.4666666667,23.7333333333,22.7916666667,23.5083333333,252
27.175,26.7,27.25,27.6166666667,26.9583333333,27.5416666667,253
17.3666666667,17.1916666667,17.8333333333,17.6416666667,17.6166666667,17.175,254
20.2333333333,19.9666666667,20.3416666667,20.5166666667,20.4166666667,20.3083333333,255
21.025,20.55,21.0916666667,21.4333333333,20.7833333333,21.3,256
17.7666666667,17.375,17.775,18.0583333333,17.7333333333,17.9833333333,257
20.3833333333,19.9166666667,20.2916666667,20.6416666667,20.2916666667,20.65,258
27.175,26.7,27.25,27.6166666667,26.9583333333,27.5416666667,259
25.2833333333,24.825,25.1166666667,25.5833333333,25.1916666667,25.5583333333,260
30.1,29.9666666667,30.2,30.4583333333,30.5416666667,30.5166666667,261
26.075,25.5833333333,25.95,26.7083333333,26.025,26.5416666667,262
25.2916666667,24.8,25.1416666667,25.75,25.275,25.5666666667,263
25.2916666667,24.8333333333,25.2166666667,25.8666666667,25.4833333333,25.7083333333,264
27.0,26.375,26.5916666667,27.475,26.8666666667,27.675,265
28.7833333333,28.7166666667,28.8666666667,29.05,29.4666666667,29.1833333333,266
27.6666666667,27.7583333333,27.9,28.0833333333,28.4583333333,28.1916666667,267
27.6666666667,27.7583333333,27.9,28.0833333333,28.4583333333,28.1916666667,268
27.6666666667,27.7583333333,27.9,28.0833333333,28.4583333333,28.1916666667,269
24.7083333333,24.2416666667,24.6,25.05,24.6083333333,24.9666666667,270
26.65,26.3166666667,26.6083333333,27.1916666667,26.7666666667,26.9833333333,271
26.525,26.1833333333,26.6,27.1083333333,26.875,26.8416666667,272
18.3833333333,18.3416666667,18.5416666667,18.75,19.0416666667,18.725,273
27.6666666667,27.7583333333,27.9,28.0833333333,28.4583333333,28.1916666667,274
25.2833333333,24.825,25.1166666667,25.5833333333,25.1916666667,25.5583333333,275
25.2833333333,24.825,25.1166666667,25.5833333333,25.1916666667,25.5583333333,276
25.5416666667,25.0666666667,25.4083333333,25.9583333333,25.5,25.7916666667,277
27.05,26.5583333333,26.8416666667,27.7333333333,26.7166666667,27.325,278
25.5416666667,25.0666666667,25.4083333333,25.9583333333,25.5,25.7916666667,279
25.5416666667,25.0666666667,25.4083333333,25.9583333333,25.5,25.7916666667,280
20.8,20.45,20.7666666667,21.0916666667,20.875,21.0916666667,281
23.1166666667,22.6666666667,22.95,23.3583333333,23.0583333333,23.375,282
30.1,29.9666666667,30.2,30.4583333333,30.5416666667,30.5166666667,283
24.925,24.4583333333,24.7333333333,25.15,24.8416666667,25.1916666667,284
27.3583333333,26.7833333333,27.1916666667,28.2166666667,26.925,27.7166666667,285
27.3583333333,26.6666666667,27.0833333333,28.2,26.7333333333,27.4416666667,286
27.0083333333,26.2833333333,26.7333333333,27.7666666667,26.4916666667,27.2,287
26.9166666667,26.3416666667,26.7166666667,27.75,26.6833333333,27.5083333333,288
27.25,26.7,27.25,28.0,26.9583333333,27.5416666667,289
27.0583333333,26.575,26.8416666667,27.775,26.7166666667,27.325,290
26.7583333333,26.1916666667,26.5833333333,27.4916666667,26.6833333333,27.475,291
20.1166666667,20.3083333333,20.35,20.5,21.1333333333,20.5333333333,292
27.0,26.375,26.5916666667,27.475,26.8666666667,27.675,293
26.65,26.3166666667,26.6083333333,27.1916666667,26.7666666667,26.9833333333,294
27.1083333333,26.8833333333,27.0916666667,27.7166666667,27.2583333333,27.5416666667,295
26.6,26.1833333333,26.6,27.1083333333,26.875,26.8416666667,296
26.075,25.5833333333,25.95,26.7083333333,26.025,26.5416666667,297
30.1,29.9666666667,30.2,30.4583333333,30.5416666667,30.5166666667,298
30.1,29.9666666667,30.2,30.4583333333,30.5416666667,30.5166666667,299
18.8666666667,18.7,19.075,19.1833333333,19.3083333333,18.9083333333,300
10.6166666667,10.9416666667,10.9583333333,11.1166666667,11.7166666667,11.3333333333,301
12.3083333333,12.4833333333,12.5583333333,12.7333333333,13.275,12.8083333333,302
18.1916666667,18.075,18.3083333333,18.4916666667,18.7916666667,18.2166666667,303
27.4416666667,27.025,27.3083333333,27.8916666667,27.5333333333,27.725,304
26.9833333333,26.7166666667,27.05,27.4416666667,27.4583333333,27.4916666667,305
11.6416666667,10.975,11.0583333333,11.7583333333,11.45,10.825,306
4.19166666667,4.29166666667,4.44166666667,4.53333333333,5.03333333333,4.55833333333,307
8.20833333333,8.05,8.23333333333,8.625,9.06666666667,8.575,308
8.41666666667,8.39166666667,8.59166666667,8.825,9.38333333333,8.9,309
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,310
7.83333333333,7.40833333333,7.61666666667,8.29166666667,8.51666666667,8.04166666667,311
8.93333333333,8.64166666667,8.84166666667,9.39166666667,9.74166666667,9.28333333333,312
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,313
10.1333333333,9.5,9.54166666667,10.25,10.2333333333,9.39166666667,314
19.1083333333,18.7833333333,19.2333333333,19.3166666667,18.9,19.275,315
15.1416666667,14.775,15.1666666667,15.4583333333,15.2666666667,15.2,316
6.80833333333,5.8,4.93333333333,5.79166666667,5.525,5.18333333333,317
25.5416666667,25.0666666667,25.4166666667,26.05,25.5,25.8916666667,318
26.4083333333,25.9416666667,26.325,26.775,26.525,26.625,319
28.925,28.6083333333,28.8916666667,29.2416666667,29.0583333333,29.2416666667,320
22.9916666667,22.825,22.75,22.925,22.2583333333,22.9333333333,321
18.1833333333,17.6666666667,17.9583333333,18.3416666667,17.775,17.9083333333,322
11.3333333333,11.325,11.575,11.5833333333,12.025,11.5833333333,323
11.3333333333,11.325,11.575,11.5833333333,12.025,11.5833333333,324
7.31666666667,7.06666666667,7.24166666667,7.75833333333,8.05,7.65833333333,325
20.2833333333,20.2583333333,20.525,20.6416666667,20.9333333333,20.725,326
8.525,8.65,8.86666666667,8.83333333333,9.24166666667,8.94166666667,327
9.46666666667,9.38333333333,9.55,9.86666666667,10.2,9.81666666667,328
15.8916666667,15.425,15.875,16.0916666667,15.6333333333,14.9416666667,329
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,330
14.6833333333,14.3083333333,14.4916666667,14.9083333333,14.975,14.2416666667,331
18.1916666667,18.075,18.3083333333,18.4916666667,18.7916666667,18.2166666667,332
18.8666666667,18.7,19.075,19.1833333333,19.3083333333,18.9083333333,333
20.2333333333,19.9666666667,20.3416666667,20.5166666667,20.4166666667,20.3083333333,334
19.1083333333,18.7833333333,19.2333333333,19.3166666667,18.9,19.275,335
18.1833333333,17.6666666667,17.9583333333,18.3416666667,17.775,17.9083333333,336
12.875,12.575,12.9333333333,13.2416666667,13.275,13.0583333333,337
23.475,23.3083333333,23.6833333333,23.6333333333,22.9583333333,23.7666666667,338
