cru_ts_405_pre_yearly_mean.2012.min,cru_ts_405_pre_yearly_mean.2013.min,cru_ts_405_pre_yearly_mean.2014.min,cru_ts_405_pre_yearly_mean.2015.min,cru_ts_405_pre_yearly_mean.2016.min,cru_ts_405_pre_yearly_mean.2017.min,cru_ts_405_pre_yearly_mean.2018.min,cru_ts_405_pre_yearly_mean.2019.min,cru_ts_405_pre_yearly_mean.2020.min,id
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,168
73.9916672309,76.6750023365,69.2166678508,64.5000017484,57.8500006,70.4416671594,87.0500001907,62.9333350658,61.6416675945,169
73.9916672309,76.6750023365,69.2166678508,64.5000017484,57.8500006,70.4416671594,87.0500001907,62.9333350658,61.6416675945,170
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,171
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,172
37.5500001994,33.8416674932,27.7250004709,26.7083343746,27.8583337069,31.5583340426,38.8333339095,28.2250004212,30.4000005424,173
42.5250010205,38.875000755,40.7333340247,43.0083341797,30.6000008881,37.2583334545,51.8416679949,36.9000009112,36.2583339016,174
72.9750022888,75.0416677793,71.9333338141,66.6666673621,61.725000004,72.9833341738,84.6750014424,65.2416673979,60.866667519,175
49.541668271,44.0083339214,37.4500010113,36.716667382,35.6166677028,40.7916672428,50.933333983,36.125,37.1166670124,176
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,177
73.9916672309,76.6750023365,69.2166678508,64.5000017484,57.8500006,70.4416671594,87.0500001907,62.9333350658,61.6416675945,178
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,179
50.350001961,47.5916673442,44.7333342135,40.8666677003,39.350000374,46.6750013679,56.4250010401,41.5000013014,39.4000010968,180
114.06666851,129.125001192,113.408334096,111.683334827,95.1916673183,119.358335098,143.70000124,106.516668767,97.0833342473,181
72.9750022888,75.0416677793,71.9333338141,66.6666673621,61.725000004,72.9833341738,84.6750014424,65.2416673979,60.866667519,182
63.2000014832,58.4500012398,53.8416685462,54.2750008504,56.1083351697,66.966667821,71.3250012894,62.183333084,54.3166679988,183
31.0083340158,30.4833335777,24.4583340784,27.6833337943,18.7000004599,25.0416668536,36.1833342196,23.7750004654,24.4500004003,184
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,185
42.5250010205,38.875000755,40.7333340247,43.0083341797,30.6000008881,37.2583334545,51.8416679949,36.9000009112,36.2583339016,186
32.5416668815,30.5916669667,24.4583340784,27.6833337943,18.7000004599,25.4750001132,36.1833342196,23.7750004654,24.4500004003,187
31.0083340158,30.4833335777,24.4583340784,27.6833337943,18.7000004599,25.0416668536,36.1833342196,23.7750004654,24.4500004003,188
33.8500004491,32.5000009735,30.0583333472,34.2000007828,23.0416671634,28.4750004659,42.0083346963,27.9250003695,28.225000153,189
60.8000014784,54.2333340049,60.6333340804,60.5916671356,43.2833343744,55.858334432,71.19166857,53.0916682879,49.9666671952,190
58.0250011167,45.1333331863,56.6333342393,59.7166674137,42.0583336751,50.9083350425,64.5583334068,52.558334923,46.8666675289,191
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,192
56.6750016889,48.3583341837,53.8833350539,58.8166681131,42.0333334605,49.9416677256,66.4666686356,50.6833345735,46.2000004351,193
56.6750016889,48.3583341837,53.8833350539,58.8166681131,42.0333334605,49.9416677256,66.4666686356,50.6833345735,46.2000004351,194
32.5416668815,30.5916669667,24.4583340784,27.6833337943,18.7000004599,25.4750001132,36.1833342196,23.7750004654,24.4500004003,195
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,196
65.5500015101,55.9666676919,65.0750012795,67.7583342393,46.9000013272,60.2250004311,74.3666674097,59.8083352409,53.3250002861,197
60.8000014784,54.2333340049,60.6333340804,60.5916671356,43.2833343744,55.858334432,71.19166857,53.0916682879,49.9666671952,198
49.8416676583,46.0750008821,47.1749998828,48.3500007689,34.3083335956,43.5083340307,59.6166682541,41.3083349696,40.8750014628,199
49.8416676583,46.0750008821,47.1749998828,48.3500007689,34.3083335956,43.5083340307,59.6166682541,41.3083349696,40.8750014628,200
53.5583341724,50.8166683242,48.3916673809,50.7166677515,34.3666666175,45.6583340292,61.8250011255,41.8083338862,41.833333465,201
53.5583341724,50.300001815,48.3916673809,50.7166677515,34.3666666175,45.6583340292,61.8250011255,41.8083338862,41.833333465,202
56.1250006023,50.300001815,53.500001967,52.391667068,37.7000011851,47.9833337665,63.5500014673,44.7833342484,43.4416665584,203
39.4000003636,38.291666699,34.6333342046,34.9833333443,23.4333336651,32.1166672135,43.6500005225,28.2916670491,29.3750003042,204
53.5583341724,50.300001815,48.3916673809,50.7166677515,34.3666666175,45.6583340292,61.8250011255,41.8083338862,41.6249999454,205
56.1250006023,50.300001815,53.500001967,52.391667068,37.7000011851,47.9833337665,63.5500014673,44.7833342484,43.4416665584,206
63.2000014832,58.4500012398,53.8416685462,54.2750008504,56.1083351697,66.966667821,71.3250012894,62.183333084,54.3166679988,207
63.2000014832,58.4500012398,53.8416685462,54.2750008504,56.1083351697,66.8500019709,71.3250012894,62.183333084,54.3166679988,208
124.450003942,140.15833648,126.450003147,123.550001939,99.7666674455,126.333335479,155.866669337,113.033336083,106.483335892,209
63.858333985,61.9416677157,55.7750004927,56.8750020663,56.1833331982,66.8500019709,72.8000020981,63.8750019073,55.1000017722,210
135.783338706,158.483337243,142.133334319,139.441670259,111.141669909,139.566668749,171.216669718,126.566668163,117.183334986,211
147.733336926,169.166670799,153.516669432,155.533334414,127.225002448,155.458334128,175.766670863,145.283337085,124.41666921,212
131.308336496,152.183336417,138.116669019,126.716668129,105.316668034,132.65833505,165.10000356,120.183337688,115.975002448,213
132.31667153,152.183336417,138.116669019,131.133336067,105.316668034,132.65833505,165.10000356,120.183337688,115.975002448,214
136.300002575,156.125000715,163.258337339,136.633336226,124.375000159,145.241668741,162.16667064,138.291667779,125.508334478,215
138.858334621,151.566668034,172.991668065,131.958334446,126.458335082,136.350004117,154.091667573,139.025004347,121.774999777,216
123.941671123,147.308334192,157.083335559,111.86666894,115.533334032,131.008334875,154.283337275,122.683335483,118.991671165,217
123.941671123,147.308334192,157.083335559,111.86666894,115.533334032,131.008334875,154.283337275,122.683335483,118.991671165,218
128.441668957,151.566668034,161.058335781,116.050000191,113.575000584,127.466670563,152.325005531,126.858336051,114.35833629,219
145.216667573,135.825001558,166.541667144,147.125004609,141.85000356,146.450001637,151.325002511,154.300005039,116.708334605,220
146.425002654,138.908335845,174.000003656,144.233335972,143.508335114,148.816668471,158.074999809,153.208334635,123.233334303,221
138.858334621,150.091669162,172.991668065,131.958334446,126.458335082,136.350004117,154.091667573,139.025004347,121.774999777,222
140.500003417,143.291671435,173.183335304,141.341670513,138.450001637,146.991670171,160.40833505,145.058338364,125.458333492,223
143.883337657,147.116671721,173.808334668,141.591669083,140.941668113,147.275001605,160.625000318,149.283337931,128.033335129,224
141.650002241,150.225000223,173.174999873,134.583336274,123.508336743,134.641668816,154.091667573,143.400002062,121.774999777,225
128.441668957,156.100003113,161.058335781,115.233332713,105.983335798,120.775001137,146.891671563,125.058334837,108.325002948,226
138.600003928,151.566668034,169.175000827,123.76666832,113.575000584,127.466670563,152.325005531,131.391667187,114.35833629,227
138.600003928,151.566668034,169.175000827,123.76666832,111.55000178,125.666669418,151.741669277,131.391667187,114.35833629,228
138.600003928,166.03333813,169.175000827,123.76666832,106.575001329,121.883337212,150.691672007,131.391667187,113.89166673,229
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,230
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,231
39.1916679405,36.1750009755,32.008333986,31.9916673663,21.9250006489,32.1333338991,41.2250014643,27.1083336274,29.1083337596,232
145.216667573,135.825001558,166.541667144,147.583336671,141.85000356,146.450001637,151.325002511,154.300005039,116.708334605,233
142.875001987,135.825001558,166.541667144,144.233335972,141.091669242,146.450001637,151.325002511,149.425002635,116.708334605,234
114.06666851,129.125001192,113.408334096,111.683334827,95.1916673183,119.358335098,143.70000124,106.516668767,97.0833342473,235
73.9916672309,76.6750023365,69.2166678508,64.5000017484,57.8500006,70.4416671594,87.0500001907,62.9333350658,61.6416675945,236
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,237
34.9500004196,32.2583336135,26.5583341991,27.6916670483,21.0916672063,28.4666671219,37.100001206,24.4000006715,27.4083335698,238
56.1416681707,52.2666668693,46.7083341281,44.858334283,45.933333993,56.0333336492,62.5416676601,49.8666675091,43.8500000834,239
63.2000014832,55.4416686694,51.600000898,52.7416664561,55.3000017305,61.675000459,68.0250023206,57.6666682164,52.4000002208,240
63.858335066,52.6250006358,61.8833344976,65.5083345572,46.9000013272,58.233334288,73.5750021537,57.700001097,52.1500010888,241
50.350001961,47.5916673442,44.7333342135,40.8666677003,39.350000374,46.6750013679,56.4250010401,41.5000013014,39.4000010968,242
60.8000014784,54.2333340049,60.6333340804,60.5916671356,43.2833343744,55.858334432,71.19166857,53.0916682879,49.9666671952,243
56.1250006023,50.300001815,53.500001967,52.391667068,37.7000011851,47.9833337665,63.5500014673,44.7833342484,43.4416665584,244
71.2250007341,68.2333341042,72.4916683038,66.5916674137,50.4166672031,64.6083350976,77.5250015259,60.4500014335,54.516667227,245
58.6833348523,55.0750005543,57.4833341042,52.8583349387,39.6166679611,50.7000005245,64.0250016252,46.7750011335,43.6750006676,246
35.8416671082,26.1000003517,37.31666707,35.8916670084,29.4833338658,33.4500008325,39.8583344718,33.5833337667,29.3166672687,247
47.0583339135,36.8833341797,50.2166672548,47.9583344062,35.9333340724,45.0333342254,51.2750001351,42.7333345972,38.2166674733,248
58.3000005962,47.8083346089,59.4000015457,59.7166674137,42.0583336751,55.1666664183,65.2083341678,52.558334923,47.4000008702,249
58.3000005962,47.8083346089,59.4000015457,58.0083338022,42.0583336751,55.1666664183,63.9583342473,51.8416680197,46.5166673462,250
67.7833333214,70.7583350738,56.9750010769,60.5666678051,46.1666672428,59.6416689952,78.5833342473,52.0750008623,57.59166797,251
56.0833350321,55.2416678071,56.3333345254,49.6583338579,39.2083337108,48.7166671356,61.4750013351,44.8583338658,43.2333342433,252
58.7000010659,49.758333683,62.3833357096,58.0083338022,43.2750011484,57.6500011484,63.9583342473,51.8416680197,46.5166673462,253
39.4000003636,38.291666699,34.6333342046,34.9833333443,23.4333336651,32.1166672135,43.6500005225,28.2916670491,29.3750003042,254
52.0333339274,50.300001815,51.7333341837,44.566667676,35.4000008752,44.525000453,56.0333336592,40.791667521,38.9916677972,255
66.4333346486,67.8833334843,68.3333346049,60.9166674614,48.5250016252,58.3750009537,72.708334287,54.7166683997,52.9500019948,256
56.0833350321,55.2416678071,56.3333345254,49.6583338579,39.2083337108,48.7166671356,61.4750013351,44.8583338658,43.2333342433,257
56.0833350321,55.2416678071,56.3333345254,49.6583338579,39.2083337108,48.7166671356,61.4750013351,44.8583338658,43.2333342433,258
58.816668431,55.3416680495,61.3750019073,54.7750011285,46.6916677157,55.4250002702,58.1416672468,52.8666677525,44.4500005643,259
82.3666683833,83.4416686694,87.600001653,73.8583348592,66.083334446,72.1250011126,82.4666673342,63.3166668812,65.8833345572,260
66.7750009894,69.2666691144,68.4666670163,61.4583339691,47.4583341281,59.3083343506,76.4833362897,53.4916677028,54.3500003815,261
82.3666683833,83.4416686694,87.600001653,72.3500011762,66.083334446,72.1250011126,80.2416680455,57.3083350261,65.775001049,262
91.7916689316,88.9750009378,95.8583339055,76.1750010649,71.13333414,77.7166682283,85.6166681945,58.2166670263,68.4916673899,263
91.7916689316,88.9750009378,95.8583339055,76.1750010649,71.13333414,77.7166682283,85.6166681945,58.2166670263,68.4916673899,264
88.4000021219,85.650001049,91.4833348592,73.9416670005,71.3250008623,78.3833349844,80.2416680455,58.0416668355,66.1750010649,265
52.7000013242,51.4583340635,52.8666671018,45.2083337357,35.3916675113,45.8083338439,58.4416681131,39.9666670064,41.2333344345,266
74.4833343824,76.9416674773,77.3166677157,67.2916669448,51.0333343744,67.7083333731,86.0916686058,58.7166672312,60.0166676839,267
52.7000013242,51.4583340635,52.8666671018,45.2083337357,35.3916675113,45.8083338439,58.4416681131,39.9666670064,41.2333344345,268
52.7000013242,51.4583340635,52.8666671018,45.2083337357,35.3916675113,45.8083338439,58.4416681131,39.9666670064,41.2333344345,269
106.150001725,108.050001939,110.833335241,94.4750006994,78.2083348433,90.1416676839,111.075002193,78.9583342572,85.041668733,270
99.6916677952,96.9750014941,107.57500124,83.6833337148,74.4333344698,83.0750020345,97.9500006437,66.5583345294,76.825001955,271
115.483335574,115.258336067,127.425000668,98.6083340645,87.0416682363,98.3416689634,120.458335201,84.9500007629,93.8083343506,272
52.7000013242,51.4583340635,52.8666671018,45.2083337357,35.3916675113,45.8083338439,58.4416681131,39.9666670064,41.2333344345,273
58.091667071,56.0833339989,56.4083346128,48.9000008007,37.9000003139,49.2666672766,63.8833337824,43.3916666688,43.2083337406,274
82.3666683833,83.4416686694,87.600001653,73.8583348592,66.083334446,72.1250011126,82.4666673342,59.3750012418,65.8833345572,275
82.3666683833,83.4416686694,87.600001653,73.8583348592,66.083334446,72.1250011126,82.4666673342,59.3750012418,65.8833345572,276
106.150001725,108.050001939,110.833335241,94.4750006994,78.2083348433,90.1416676839,111.075002193,78.9583342572,85.041668733,277
69.5000008345,67.1083340645,73.1166680654,61.9083334605,56.9666674932,63.8083341122,66.1833347877,55.7000012398,53.8000001907,278
106.150001725,108.050001939,110.833335241,94.4750006994,78.2083348433,90.1416676839,111.075002193,78.9583342572,85.041668733,279
106.150001725,108.050001939,110.833335241,94.4750006994,78.2083348433,90.1416676839,111.075002193,78.9583342572,85.041668733,280
56.0833350321,55.2416678071,56.3333345254,49.6583338579,39.2083337108,48.7166671356,61.4750013351,44.8583338658,43.2333342433,281
56.0833350321,55.2416678071,56.3333345254,49.6583338579,39.2083337108,48.7166671356,61.4750013351,44.8583338658,43.2333342433,282
74.4833343824,76.9416674773,77.3166677157,67.2916669448,51.0333343744,67.7083333731,86.0916686058,58.7166672312,60.0166676839,283
104.516667326,108.050001939,109.166668892,94.4750006994,78.2083348433,90.1416676839,111.075002193,78.9583342572,85.041668733,284
70.766666919,76.5833338499,87.5500014623,78.1000013351,87.4833347797,86.4750020305,73.2166674932,51.7333340794,66.0083341599,285
70.766666919,81.525001804,89.9750010173,81.0750021736,90.3833344777,98.2500028958,72.3833352427,50.0833335072,68.5666683912,286
71.4000021418,81.383335193,89.9750037193,77.866667966,80.3833340704,89.4833344469,71.6666683853,49.8000003646,65.6583340565,287
74.4166678786,86.0833346844,92.1583352089,79.6750017007,84.6750017802,92.0916671107,72.9916677475,50.0833335072,67.6416674455,288
38.1333338221,30.5500002503,40.2583341996,37.1833337148,31.7666665514,37.8916677932,41.3666675091,36.2250004175,31.0416671038,289
79.7750020027,77.2083345254,83.6333351135,70.3666677475,68.6166671515,77.3666666945,73.308334887,54.6083342085,61.7250011365,290
90.4333353837,96.200002114,99.9333343506,82.6000012557,83.2583343585,90.0750011802,82.2333329519,58.4750005106,73.8416678508,291
69.2416672471,71.9833340446,56.9750010769,60.5666678051,46.5000015249,60.9499995311,83.2166673342,54.4833344302,59.1250013312,292
96.9583357573,74.6666671038,87.9666686058,74.7916669051,74.8666682243,78.3833345721,84.6416687332,59.3333346049,69.8833342791,293
102.8583347,99.5166687171,107.49166743,84.0750013987,77.1250006557,83.6750020981,100.191668702,71.2250028054,77.6416686376,294
110.950002193,98.9916690985,99.7000007629,90.6833328406,95.0083360275,102.300001482,114.558334768,91.1666686535,88.1750018199,295
132.358335098,141.11666886,147.783334732,114.083333969,103.466668665,117.900003503,147.25833716,106.441667219,113.716668924,296
85.2416685025,83.6750014623,89.2166678111,72.3500011762,68.4833340247,73.933335046,80.2416680455,57.3083350261,65.775001049,297
58.2499999404,56.0833339989,58.7000007431,48.9000008007,38.6416675846,49.2666672766,63.8833337824,43.3916666688,43.2083337406,298
61.3000000715,60.4000014067,62.7000015577,53.4333337148,42.2750005921,53.633333842,68.783335646,48.3000006477,47.741667668,299
51.158334313,49.1250004768,47.1916666826,45.0666672786,30.5083334893,41.8833341648,54.3250009318,36.4916677376,37.066667974,300
52.7000013242,51.4583340635,52.8666671018,45.2083337357,35.3916675113,45.8083338439,58.4416681131,39.9666670064,41.2333344345,301
58.091667071,58.9166676998,56.4083346128,52.033333838,37.9000003139,50.6166670918,65.0583342314,43.933334291,45.0333338777,302
57.5916672399,58.1666688522,54.0750010014,50.9666674038,36.816666911,49.433334291,63.4500018756,43.933334291,42.3833339115,303
136.300002575,145.050003211,146.233335654,136.633336226,132.466668765,145.241668741,160.291667938,138.291667779,121.983334382,304
60.1583334704,54.7583336234,51.5250011285,51.0333343148,49.9000012676,61.53333504,67.3166676362,54.8083347244,47.0833339375,305
15.4916669528,13.8750002993,8.941666767,11.8750002831,7.86666683356,11.5166669091,15.4500002464,10.1083335082,11.2666667898,306
37.5500001994,33.8416674932,27.7250004709,26.7083343746,27.8583337069,31.5583340426,38.8333339095,28.2250004212,30.4000005424,307
17.2833336573,14.2583333651,6.27500018726,12.4416668614,13.991666913,11.7500004073,15.9833336355,11.608333682,15.4083334928,308
23.2000003283,20.0250004133,12.8083334267,15.4416666888,15.2583338022,15.8583335479,20.6666669759,14.7166668276,17.9250003857,309
18.4333338489,15.8083337676,9.24166691303,11.9750001275,12.1000004858,12.2250002573,15.7750000519,11.608333533,14.1083337665,310
14.3583336174,12.0833333315,5.36666668455,9.13333365135,9.00000035763,9.34166671832,12.0583334217,9.01666666071,10.6250000944,311
14.3583336174,12.0833333315,5.36666668455,9.13333365135,9.00000035763,9.34166671832,12.0583334217,9.01666666071,10.6250000944,312
34.9500004196,32.2583336135,26.5583341991,27.6916670483,21.0916672063,28.4666671219,37.100001206,24.4000006715,27.4083335698,313
11.2499999056,9.30833330254,3.65833346546,7.35833346844,6.58333348234,7.25000021855,9.06666683157,6.93333335718,7.93333366513,314
15.5083334371,13.8583337863,13.7833333015,16.3583334846,12.0250002791,13.9250003099,19.9333336552,12.8833336197,14.3000000318,315
15.5083334371,14.7083332539,13.1583336393,16.3583334846,11.4083335648,13.9250003099,19.9333336552,12.8833336197,14.3000000318,316
4.30833339691,2.98333334923,1.23333333184,3.64166666692,2.56666663289,2.70000008742,2.94166670243,2.85833340883,3.09166675806,317
85.2416685025,83.6750014623,89.2166678111,72.3500011762,67.8250012,72.5166677237,80.6583340963,57.3083350261,65.775001049,318
96.2166688045,95.1000019709,101.058334986,81.5750001272,73.5833341877,80.8083338141,95.4000014861,63.8583344618,75.000001351,319
52.0333339274,50.4166680078,51.7333341837,44.566667676,35.4000008752,44.525000453,56.0333336592,40.791667521,38.9916677972,320
89.5666674059,68.7333347797,84.025000602,94.591669778,78.1833343903,78.8833349397,105.083336481,84.1250005246,75.3166686098,321
31.1333336066,28.766666611,28.1000003219,31.9916668832,23.4916672707,26.6750007036,39.1000010868,26.1500002823,26.6500001612,322
63.2000014832,55.4416686694,51.600000898,52.7416664561,55.3000017305,61.675000459,68.0250023206,57.6666682164,52.4000002208,323
63.9333337148,55.4416686694,51.600000898,52.7416664561,55.3000017305,61.675000459,68.0250023206,57.6666682164,52.4000002208,324
17.2833336573,14.2583333651,6.27500018726,12.4416668614,14.3083333652,11.7500004073,15.9833336355,11.608333682,15.4083334928,325
50.350001961,47.5916673442,44.7333342135,40.8666677003,39.350000374,46.6750013679,56.4250010401,41.5000013014,39.4000010968,326
51.9916680033,45.2833339572,35.8000006477,36.7416678518,40.2416674594,44.4833337863,53.3333343069,40.5833335718,40.7333343724,327
34.8583340769,29.1833337992,20.500000303,24.2750006914,29.4500008225,29.241667514,36.4333339681,27.5750007393,31.1833345822,328
39.4000003636,38.291666699,34.6333342046,34.9833333443,23.4333336651,32.1166672135,43.6500005225,28.2916670491,29.3750003042,329
30.0416674366,24.8916665887,19.2250007515,20.1250002962,16.1916668819,21.8750000099,28.2666673213,19.2583339115,21.8166667931,330
33.191666623,28.7833338529,23.3916668743,23.5583336633,18.1750004503,25.3583337447,32.7833338032,21.6416669389,24.0416668653,331
39.4000003636,38.291666699,34.6333342046,34.9833333443,23.4333336651,32.1166672135,43.6500005225,28.2916670491,29.3750003042,332
53.4000018599,51.8916668197,51.650000761,45.2000012596,35.0249999265,44.9583343665,57.3666687608,40.5333341422,38.1666668852,333
52.0333339274,50.4166680078,51.7333341837,44.566667676,35.4000008752,44.525000453,56.0333336592,40.791667521,38.9916677972,334
17.7833337486,16.6416668346,13.1583336393,16.5083335241,11.4083335648,15.016667068,21.4000004431,13.6833336006,14.8500000536,335
31.1333336066,28.766666611,28.1000003219,31.9916668832,23.0416671634,26.6750007036,39.1000010868,26.1500002823,26.6500001612,336
16.3750003576,13.8583337863,14.8666666746,18.3916671276,13.5916668574,14.8666670322,21.508333842,13.6666666269,15.3666666746,337
27.9166674962,26.2166667705,26.6833333895,29.6666672826,24.3333333284,25.3583336106,35.8000005782,22.816667065,25.7916672907,338
