asdf_id,dist_to_water.none.mean,dist_to_water.none.max,dist_to_water.none.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
169,73457.2864562,90842.1844852,56051.592431,ADM3,169,169,BOL,BOL-ADM3-33444609B70122176,Coroico,ADM3
170,67857.6994982,91111.0857705,41735.9801549,ADM3,170,170,BOL,BOL-ADM3-33444609B52332460,Coripata,ADM3
171,38630.8533922,47912.5657523,32564.9485943,ADM3,171,171,BOL,BOL-ADM3-33444609B75079070,Quiabaya,ADM3
172,53459.7423176,63377.6373109,43970.2965478,ADM3,172,172,BOL,BOL-ADM3-33444609B51912538,Aucapata,ADM3
173,43779.9662293,59703.1769428,28774.621036,ADM3,173,173,BOL,BOL-ADM3-33444609B77019342,Ayo Ayo,ADM3
174,14408.2344167,35520.2078071,0.0,ADM3,174,174,BOL,BOL-ADM3-33444609B52543177,Azurduy,ADM3
175,56638.0720782,71924.4248826,41606.5668322,ADM3,175,175,BOL,BOL-ADM3-33444609B93497004,Tipuani,ADM3
176,56301.1053278,78317.1322662,35597.7983934,ADM3,176,176,BOL,BOL-ADM3-33444609B95766629,Nuestra Señora de La Paz,ADM3
177,41952.8933672,72919.3660304,14645.1356863,ADM3,177,177,BOL,BOL-ADM3-33444609B93873258,Sorata,ADM3
178,24519.6549886,68482.5463012,0.0,ADM3,178,178,BOL,BOL-ADM3-33444609B25803532,La Asunta,ADM3
179,28807.9185771,44154.8480094,10030.6220577,ADM3,179,179,BOL,BOL-ADM3-33444609B88180595,Chuma,ADM3
180,51928.1124246,75094.7300691,22515.2313884,ADM3,180,180,BOL,BOL-ADM3-33444609B33390960,Guanay,ADM3
181,16266.0988824,34898.3341215,0.0,ADM3,181,181,BOL,BOL-ADM3-33444609B45650655,Teoponte,ADM3
182,63197.6307494,79097.3071643,43494.2982867,ADM3,182,182,BOL,BOL-ADM3-33444609B90372031,Mapiri,ADM3
183,71760.9526717,103547.048335,34976.9190488,ADM3,183,183,BOL,BOL-ADM3-33444609B50407902,Charazani,ADM3
184,74512.6598575,105517.265873,46492.5110004,ADM3,184,184,BOL,BOL-ADM3-33444609B73754741,"Caiza ""D""",ADM3
185,1920.59871018,6295.90856279,0.0,ADM3,185,185,BOL,BOL-ADM3-33444609B22177467,Copacabana,ADM3
186,16232.3358363,37969.1736055,0.0,ADM3,186,186,BOL,BOL-ADM3-33444609B65808761,Tarvita,ADM3
187,39270.2571914,49718.5855333,25984.4829687,ADM3,187,187,BOL,BOL-ADM3-33444609B42666607,Chaquí,ADM3
188,58751.8708457,87033.5434012,32421.8674316,ADM3,188,188,BOL,BOL-ADM3-33444609B15997979,Puna,ADM3
189,23736.8449783,56393.97574,0.0,ADM3,189,189,BOL,BOL-ADM3-33444609B30593293,Ckochas,ADM3
190,45777.0580321,59445.281028,28259.2991836,ADM3,190,190,BOL,BOL-ADM3-33444609B60642341,El Villar,ADM3
191,48612.1501394,80295.2980811,18924.57,ADM3,191,191,BOL,BOL-ADM3-33444609B90845226,Huacaya,ADM3
192,64852.8130366,84838.4809231,35530.3678059,ADM3,192,192,BOL,BOL-ADM3-33444609B27309972,Tacacoma,ADM3
193,22746.5508874,57222.6445593,0.0,ADM3,193,193,BOL,BOL-ADM3-33444609B13482689,Huacareta,ADM3
194,47418.9468427,81986.6527073,1041.36194102,ADM3,194,194,BOL,BOL-ADM3-33444609B9106763,Monteagudo,ADM3
195,24901.7402623,54081.2949206,0.0,ADM3,195,195,BOL,BOL-ADM3-33444609B51923126,Potosí,ADM3
196,316.065536435,1541.63012287,0.0,ADM3,196,196,BOL,BOL-ADM3-33444609B67965715,San Pedro de Tiquina,ADM3
197,70237.2045667,96621.2575891,32855.9984661,ADM3,197,197,BOL,BOL-ADM3-33444609B6445025,Lagunillas,ADM3
198,45621.1489334,50718.6979207,38799.5719338,ADM3,198,198,BOL,BOL-ADM3-33444609B92818499,Alcalá,ADM3
199,32512.8105514,45074.8962436,18403.0810971,ADM3,199,199,BOL,BOL-ADM3-33444609B9397800,Sopachui,ADM3
200,12385.1377699,27046.5430438,0.0,ADM3,200,200,BOL,BOL-ADM3-33444609B74292684,Villa Ricardo Mugia - Icla,ADM3
201,7942.42839922,20786.3521446,0.0,ADM3,201,201,BOL,BOL-ADM3-33444609B38543160,Yotala,ADM3
202,12700.0067169,33948.2396059,0.0,ADM3,202,202,BOL,BOL-ADM3-33444609B32418048,Yamparáez,ADM3
203,37538.2397979,47877.2473325,19978.4918153,ADM3,203,203,BOL,BOL-ADM3-33444609B38412786,Tomina,ADM3
204,30260.7110118,52628.8353838,0.0,ADM3,204,204,BOL,BOL-ADM3-33444609B72440734,Ocurí,ADM3
205,25707.9031777,41991.3432864,0.0,ADM3,205,205,BOL,BOL-ADM3-33444609B73936756,Tarabuco,ADM3
206,35929.8391935,45783.7773519,21915.4812966,ADM3,206,206,BOL,BOL-ADM3-33444609B5472183,Zudañez,ADM3
207,69564.4714853,98629.656439,45912.7952069,ADM3,207,207,BOL,BOL-ADM3-33444609B88989469,Curva,ADM3
208,79106.0020835,115910.754036,40065.8754134,ADM3,208,208,BOL,BOL-ADM3-33444609B30997278,Pelechuco,ADM3
209,14239.9019521,41969.7386396,0.0,ADM3,209,209,BOL,BOL-ADM3-33444609B83015549,Palos Blancos,ADM3
210,63750.6083221,157737.900739,0.0,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,26685.5768042,56603.419266,0.0,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,22087.2734656,57610.0383626,0.0,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,78274.7027672,131245.959309,0.0,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,64489.7154476,110703.383209,12611.0654169,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,21767.1645394,56565.3909586,0.0,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,5164.14450255,15719.4191178,0.0,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,11911.2082951,30750.3117061,0.0,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,29543.0699381,86332.2768913,0.0,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,30893.993447,81546.4655416,0.0,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,105803.827891,128646.209255,81306.3239687,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,65289.2804645,95921.6615886,34378.0732271,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,10012.338989,33136.1604434,0.0,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,19460.6052826,50463.7521239,0.0,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,58996.6599111,76588.8476387,30403.8556881,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,57726.8730297,85101.3713562,18794.0260969,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,13646.9771442,40055.5285122,0.0,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,17732.727188,53710.6286609,0.0,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,56069.6732359,84978.2616901,5666.20829382,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,17610.7408397,46466.0144341,0.0,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,3345.09366787,8701.89039211,0.0,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,868.112244143,5661.20392266,0.0,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,58441.7558492,71234.7526062,46996.9899737,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,142283.13438,176549.429599,106632.812729,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,47249.4965382,118187.430692,0.0,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,7336.16112542,20818.7299084,0.0,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,33846.0504214,60799.3814876,13386.2923753,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,6934.78597886,16791.8457529,0.0,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,38162.9437659,52429.4180106,20086.7281578,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,4150.74528646,8878.940983,0.0,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,20931.6685183,29768.1612087,10617.9489133,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,41152.3698609,87877.2428362,0.0,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,19450.6103985,39506.1462556,0.0,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,30433.7698002,59655.8282688,0.0,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,16988.9199997,43569.7992174,0.0,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,8783.74718489,26160.5566328,0.0,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,11528.1882027,30474.0565785,0.0,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,83340.8913371,150535.580407,24166.1704667,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,109028.374966,133508.284022,86076.6943588,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,79115.1841661,99108.1700029,59356.3699543,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,93039.2834261,111603.066118,70727.1796939,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,28346.5662215,66116.9814925,0.0,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,17738.5069932,46934.5983216,0.0,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,37144.5128436,90177.0715746,0.0,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,18453.7993667,38348.9185252,0.0,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,20066.3379677,43539.9086518,0.0,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,40073.4740649,61976.7277313,11889.2183048,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,43511.2562471,54627.1656492,31849.3877726,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,52098.1100872,62189.1607193,41296.5777276,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,21304.4879135,58832.2971906,0.0,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,14119.7977546,29844.4228228,0.0,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,19316.0465487,52799.6474199,0.0,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,16975.661615,46754.82,0.0,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,29218.5627729,44480.0229915,14617.7590716,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,48050.3360258,73498.3463052,10007.7324964,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,55947.0511355,108962.597066,0.0,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,63665.7463046,106415.472698,0.0,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,18566.9559301,55724.3797597,0.0,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,71651.1587084,90273.7996447,44988.202397,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,63098.1460719,87596.4225266,42259.459072,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,38876.9113817,48610.8648647,25420.0040009,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,16243.1037604,61866.5466024,0.0,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,44493.9578015,68801.3226268,9870.97122547,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,50550.6664498,63794.323104,39387.0015677,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,56166.5608064,72281.4807192,39186.1424757,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,7789.25193589,21483.0679239,0.0,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,26826.7388581,48093.6435869,0.0,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,21821.7625786,40376.6720068,0.0,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,38429.9538334,87854.0526218,0.0,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,12009.0507315,30407.8205031,0.0,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,24830.0498574,39903.9129903,0.0,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,36429.458064,59486.1040886,3951.57441755,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,35807.3516751,60687.0770955,6989.77925715,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,22534.3876066,47685.6138642,0.0,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,52974.850304,66875.3569468,42768.2705798,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,63598.6548117,145941.071427,0.0,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,96327.3551945,154542.690905,27139.8511202,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,159777.833249,194873.35174,127259.419291,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,59119.1345335,147202.748247,0.0,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,127544.996603,232691.539135,0.0,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,96333.0127065,160007.746227,3182.9392284,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,123948.403176,166273.666023,57016.5295356,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,23329.6745699,48395.8461354,0.0,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,64908.0699618,156711.822655,0.0,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,43734.2195699,77199.8913079,0.0,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,22990.7151891,58945.1424213,0.0,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,32928.5719503,67521.7298179,0.0,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,27495.0347301,67625.6480791,0.0,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,61061.9397833,84202.5853144,39754.7180076,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,20385.8736232,47287.6130312,0.0,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,14642.0476644,31422.3283424,0.0,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,55238.5753672,68548.2725598,38415.3337387,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,30824.8747298,41953.6638929,17911.7580811,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,10529.727199,23836.9567583,0.0,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,54521.7824562,153718.418779,0.0,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,61234.1386228,85743.8964677,38593.2979755,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,88616.8820733,178352.212201,2226.42,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,38555.8545894,44793.7582591,32524.9145289,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,60897.3679571,106666.405182,12245.31,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,59936.0577724,82918.8097807,38551.7019359,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,95979.6006271,125721.400189,73327.661475,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,130259.444811,145365.09676,118792.523654,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,93247.1412888,108778.922999,76592.9454584,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,62820.1561429,72468.0063911,45203.0061979,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,70843.1618215,119567.913965,25198.3385019,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,127380.243363,179504.867147,66997.418736,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,173478.108309,202592.350337,149700.362641,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,200054.650429,235970.243935,162843.114844,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,10071.5357398,25603.83,0.0,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,19932.5858418,46878.7473747,0.0,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,32033.7077382,69019.02,0.0,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,7197.94733267,18988.8401681,0.0,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,31849.6220522,55053.9691694,10380.7282996,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,8096.93823101,24238.6516603,0.0,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,4941.92104098,12245.31,0.0,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,65774.3573671,95894.6509126,27286.1897602,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,12648.2806584,30084.5655134,0.0,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,2346.23131949,6397.44923649,0.0,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,14158.8602839,41345.7975872,0.0,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,7935.45955989,25989.7404435,0.0,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,20430.8745968,52466.0835791,0.0,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,50720.8557953,68349.3282387,37500.1446741,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,28875.5300485,48201.0688653,10492.5935746,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,23071.9017728,51457.0412654,0.0,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,18707.0511472,47610.4165125,0.0,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,122548.207708,170448.130327,63458.8891381,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,65912.2593525,95099.2370128,31959.2540266,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,98545.134554,148910.566604,50628.0843117,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,18083.7279519,46852.0035116,0.0,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
